gene_id	gene_name	gene_chr	gene_start	gene_end	gene_strand	gene_length	gene_biotype	gene_description	tf_family
Os04g0151900	-	4	3575397	3581555	-	3268	protein_coding	Similar to H0820C10.4 protein	-
Os01g0776400	OsWD40-25	1	32838525	32842473	-	1817	protein_coding	Similar to predicted protein	WD40
Os04g0176200	-	4	5189974	5194492	-	708	protein_coding	Similar to N-methyltransferase	-
Os06g0129100	-	6	1539031	1542210	+	1500	protein_coding	Short-chain dehydrogenase/reductase SDR family protein	adh_short
Os06g0632400	-	6	25628956	25629312	+	357	protein_coding	Similar to OSIGBa0115M15.3 protein	-
Os12g0622850	-	12	26588354	26589334	+	981	protein_coding	Hypothetical gene	-
Os11g0602800	-	11	23194895	23197316	-	2131	protein_coding	Galactose oxidase/kelch, beta-propeller domain containing protein	Kelch_1
Os01g0916300	-	1	39938822	39944886	-	2335	protein_coding	Similar to PQBP-1 protein (Nuclear protein containing a WW domain) (Npw38) (JM26 protein)	WW
Os03g0586500	-	3	21634990	21637232	+	1127	protein_coding	Similar to chloroplast post-illumination chlorophyll fluorescence increase protein	-
Os01g0830500	2OG-Fe (II) oxygenase domain containing protein, 2OG-Fe (II) oxygenase family protein	1	35525560	35527592	-	1453	protein_coding	2OG-Fe(II) oxygenase domain containing protein	-
Os01g0730500	DnaJ domain protein C13, rice DJC76 homolog	1	30472593	30475205	+	1424	protein_coding	Similar to Ferredoxin (Bacterial type ferredoxin family)	DnaJ
Os08g0203600	-	8	6032208	6039069	+	4149	protein_coding	Hypothetical conserved gene	Pkinase_Tyr
Os12g0190000	GDP-L-galactose phosphorylase	12	4533049	4537221	-	2086	protein_coding	Similar to VTC2	-
Os05g0579000	-	5	28819450	28824329	-	1944	protein_coding	Similar to Integral membrane protein	Sugar_tr
Os03g0117100	PEROXIN 11-1	3	958129	960101	-	1100	protein_coding	Peroxisomal protein, Response to salt and low nitrogen stresse	-
Os01g0290700	MULTIDRUG RESISTANCE 4	1	10515442	10516270	-	730	protein_coding	Similar to CjMDR1	ABC_tran
Os02g0822000	-	2	35280533	35284478	+	2337	protein_coding	Conserved hypothetical protein	-
Os01g0749100	-	1	31362655	31365485	+	1721	protein_coding	Protein of unknown function DUF616 family protein	-
Os04g0591000	-	4	29888205	29891194	-	1255	protein_coding	Nucleotide-binding, alpha-beta plait domain containing protein	RRM_1
Os05g0452500	-	5	22193262	22197234	+	3240	protein_coding	Conserved hypothetical protein	-
Os03g0227800	-	3	6754275	6756589	+	1833	protein_coding	Conserved hypothetical protein	-
Os03g0854200	RRP46	3	35979829	35982390	-	1147	protein_coding	Exoribonuclease domain containing protein	RNase_PH
Os07g0498900	trichome birefringence-like 37	7	18727988	18733552	+	1634	protein_coding	Protein of unknown function DUF231, plant domain containing protein	-
Os02g0481000	-	2	16550282	16552919	-	936	protein_coding	Translation protein SH3-like domain containing protein	-
Os03g0362200	-	3	14094733	14097954	+	2941	protein_coding	Armadillo-like helical domain containing protein	-
Os01g0931600	-	1	40875375	40876354	-	716	protein_coding	Tubby, C-terminal domain containing protein	-
Os10g0544900	protein phosphatase 2C72, protein phosphatase 2C 72, protein phosphatase 114	10	21293367	21297479	+	1791	protein_coding	Similar to Protein phosphatase 2C-like protein	PP2C
Os03g0288500	-	3	9981700	9986561	+	3100	protein_coding	Pseudouridine synthase domain containing protein	-
Os02g0181900	CLASS I CLP ATPASE B-M	2	4567630	4573049	-	3300	protein_coding	Similar to ClpB	AAA
Os10g0491900	-	10	18667175	18669329	+	629	protein_coding	D111/G-patch domain containing protein	G-patch
Os07g0238800	-	7	7721180	7723813	+	2359	protein_coding	Protein of unknown function DUF1723 domain containing protein	-
Os06g0565900	-	6	21811138	21815337	+	2288	protein_coding	Similar to Potential phospholipid-transporting ATPase 4 (EC 3.6.3.1) (Aminophospholipid flippase 4)	-
Os01g0772400	OsSTA34	1	32608386	32611306	+	1330	protein_coding	Streptomyces cyclase/dehydrase family protein	-
Os04g0376400	-	4	18392642	18394466	-	1741	protein_coding	Glycoside hydrolase, family 18, catalytic domain domain containing protein	-
Os02g0566800	-	2	21549807	21554990	-	2498	protein_coding	Similar to Avr9 elicitor response protein	Galactosyl_T
Os04g0169666	-	4	4770384	4771938	+	1357	protein_coding	Hypothetical protein	-
Os05g0148000	-	5	2748512	2752895	-	3168	protein_coding	Hypothetical conserved gene	-
Os07g0252400	CELLULOSE SYNTHASE A6	7	8496288	8501893	+	3997	protein_coding	Similar to Cellulose synthase-8	-
Os10g0556100	BETA-EXPANSIN 4	10	21858853	21861259	+	2406	protein_coding	Similar to beta-expansin EXPB4	-
Os04g0635500	-	4	32333452	32333991	-	540	protein_coding	Similar to Wound induced protein (Fragment)	-
Os05g0387700	RECEPTOR-LIKE CYTOPLASMIC KINASE 186	5	18757319	18760229	+	2911	protein_coding	Protein kinase, core domain containing protein	Pkinase
Os03g0243950	-	3	7611919	7612989	+	959	protein_coding	Hypothetical gene	-
Os02g0230300	-	2	7323916	7324292	-	377	protein_coding	En/Spm-like transposon protein (Protodermal factor 1)	-
Os02g0129900	-	2	1560757	1563229	+	1206	protein_coding	Similar to hydrolase, acting on ester bonds	-
Os02g0266500	-	2	9523632	9532175	+	3442	protein_coding	tRNA(Ile)-lysidine/2-thiocytidine synthase domain containing protein	-
Os01g0924000	RPL27	1	40453863	40455608	+	1661	protein_coding	Similar to Chloroplast 50S ribosomal protein L27 (Fragment)	-
Os11g0199200	ENDOSPERM STORAGE PROTEIN 2, PROTEIN DISULFIDE ISOMERASE-LIKE 1;1, PROTEIN DISULFIDE ISOMERASE-LIKE 1-1, protein disulfide-isomerase, PDI-like protein 1-1, Protein Disulfide Isomerase Like 1-1, endosperm storage protein2, endosperm storage protein 2, endosperm storage protein-2, endosperm storage protein mutant2	11	4971319	4975043	-	1874	protein_coding	Protein disulfide isomerase-like enzyme, Starch synthesis, Maturation of proglutelin in endosper	-
Os07g0148800	-	7	2542557	2545656	+	1460	protein_coding	Conserved hypothetical protein	-
Os07g0160500	F-box protein 342	7	3252386	3255460	+	2033	protein_coding	F-box domain, Skp2-like domain containing protein	-
Os02g0110000	GDSL ESTERASE/LIPASE PROTEIN 30	2	545700	548055	-	1742	protein_coding	Lipase, GDSL domain containing protein	Lipase_GDSL
Os03g0261900	-	3	8546948	8552114	-	2446	protein_coding	Similar to HEAT repeat family protein, expressed	-
Os06g0184300	brassinosteroid receptor kinase (BRI1)-interacting protein 110, BRI1-interacting protein 110, brassinosteroid receptor kinase-interacting protein 110	6	4213272	4218300	-	3035	protein_coding	Similar to Ubiquitin carboxyl-terminal hydrolase	UCH
Os12g0472500	TPD1-like 1A, MICROSPORELESS2	12	16988415	16990867	+	1050	protein_coding	Homolog of the Arabidopsis TAPETUM DETERMINANT1 (TPD1) protein, Regulation of early anther cell differentiatio	-
Os06g0486800	FORMATE DEHYDROGENASE	6	16649553	16653244	+	1647	protein_coding	Similar to Formate dehydrogenase, mitochondrial precursor (EC 1.2.1.2) (NAD- dependent formate dehydrogenase) (FDH)	2-Hacid_dh_C
Os09g0424701	OsSTA227	9	15407903	15410395	-	1104	protein_coding	Conserved hypothetical protein	-
Os02g0109800	-	2	534963	538203	-	2157	protein_coding	Tetratricopeptide-like helical domain containing protein	-
Os09g0439100	-	9	16263934	16265886	+	1399	protein_coding	Similar to ATCSLA09	-
Os02g0208200	-	2	6062275	6066703	+	3652	protein_coding	Similar to RNA-binding protein 25	-
Os01g0236400	-	1	7557338	7560496	+	1442	protein_coding	Similar to protein ABIL1	-
Os02g0689800	-	2	28294322	28299880	-	3578	protein_coding	Similar to DEAD/DEAH box helicase domain-containing protein PIE1	Helicase_C
Os12g0538300	-	12	21441319	21447715	+	2236	protein_coding	Dor1-like protein family protein	-
Os01g0249200	GERMIN-LIKE PROTEIN 1-1	1	8203832	8206969	-	1039	protein_coding	Similar to Nectarin 1 precursor (EC 1.15.1.1) (Superoxide dismutase [Mn])	-
Os01g0637600	peptide deformylase 1B	1	25585914	25589162	-	1042	protein_coding	Similar to Peptide deformylase, chloroplast precursor (EC 3.5.1.88) (PDF) (Polypeptide deformylase)	Pep_deformylase
Os01g0908200	OsBT	1	39544235	39548599	+	1446	protein_coding	Member of the Bric-a-Brac/Tramtrack/Broad (BTB) family, BT1/BT2 ortholog, Negative regulation of nitrate uptake and nitrogen use efficienc	zf-TAZ
Os02g0743100	-	2	31141034	31142384	+	1351	protein_coding	Zinc finger, RING/FYVE/PHD-type domain containing protein	-
Os11g0700900	C10923	11	28722579	28724062	-	1484	protein_coding	Glycoside hydrolase, subgroup, catalytic core domain containing protein	-
Os08g0564900	-	8	28311329	28315144	+	1585	protein_coding	Conserved hypothetical protein	-
Os12g0116000	-	12	783540	788103	-	2609	protein_coding	Similar to PV72	-
Os03g0217900	-	3	6203132	6203995	+	864	protein_coding	Hypothetical protein	-
Os06g0719600	-	6	30568538	30571091	-	1858	protein_coding	Domain of unknown function DUF1618 domain containing protein	-
Os04g0390600	YELLOW STRIP-LIKE GENE 5	4	19229851	19231750	+	1428	protein_coding	Oligopeptide transporter OPT superfamily protein	OPT
Os11g0243750	-	11	7716589	7717070	-	482	protein_coding	Similar to NB-ARC domain containing protein, expressed	-
Os09g0345300	-	9	10785144	10793869	+	3369	protein_coding	Similar to Receptor-like serine/threonine kinase	-
Os02g0242900	-	2	8076332	8077510	-	1179	protein_coding	Similar to hydroquinone glucosyltransferase	UDPGT
Os08g0412600	-	8	19739823	19744499	-	2589	protein_coding	RabGAP/TBC domain containing protein	TBC
Os03g0253600	-	3	8106340	8108381	-	2042	protein_coding	Conserved hypothetical protein	-
Os11g0684700	-	11	27703769	27707310	-	3241	protein_coding	Similar to NB-ARC domain containing protein, expressed	NB-ARC
Os03g0743650	-	3	30519650	30521125	-	1476	protein_coding	Conserved hypothetical protein	-
Os01g0966100	ABC TRANSPORTER D FAMILY MEMBER 2	1	42609407	42612433	+	1367	protein_coding	Similar to Peroxisomal ABC transporter	ABC_tran
Os03g0634400	CALCINEURIN B-LIKE PROTEIN-INTERACTING PROTEIN KINASE 7	3	24226372	24227930	-	1559	protein_coding	Serine/threonine protein kinase domain containing protein	Pkinase
Os01g0276500	-	1	9684848	9689506	-	1202	protein_coding	Similar to Histidine biosynthesis bifunctional protein hisIE, chloroplast precursor [Includes: Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19) (PRA-CH); Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31) (PRA-PH)]	-
Os04g0661300	-	4	33740412	33746973	-	1555	protein_coding	Similar to H0112G12.10 protein	-
Os01g0920200	-	1	40170926	40173290	-	733	protein_coding	Similar to E(Y)2 homolog (DC6) (Enhancer of yellow 2 homolog)	-
Os02g0778400	-	2	32951771	32955071	+	1134	protein_coding	Similar to UMP/CMP kinase a (EC 2.7.1.48)	ADK
Os05g0524400	phosphofructokinase 5	5	26107195	26112398	+	2170	protein_coding	Phosphofructokinase family protein	PFK
Os01g0373700	-	1	15400221	15400863	-	643	protein_coding	Conserved hypothetical protein	-
Os12g0277000	plant U-box-containing protein 25, U-box protein 25	12	10254122	10257442	-	2863	protein_coding	Zinc finger, RING/FYVE/PHD-type domain containing protein	-
Os09g0505700	-	9	19566172	19568826	+	988	protein_coding	Aldolase-type TIM barrel domain containing protein	-
Os08g0398400	hypersensitive-induced reaction protein 1	8	19011905	19015935	+	1320	protein_coding	Hypersensitive induced reaction protein, Bacterial pathogen resistanc	-
Os12g0562100	-	12	23030950	23035532	-	2469	protein_coding	Major facilitator superfamily, general substrate transporter domain containing protein	-
Os09g0474051	-	9	18134399	18136393	+	1995	protein_coding	RNA editing factor, RNA-binding protein, Pentatricopeptide repeat (PPR) protein family member, Chloroplast development at low temperatur	-
Os07g0626200	-	7	25931608	25936487	+	3540	protein_coding	DNA-binding SAP domain containing protein	SAP
Os01g0578500	HYBRID STERILITY	1	22375575	22377307	+	1431	protein_coding	F-box protein, Indica-Japonica hybrid male sterilit	F-box
Os08g0278100	-	8	10767792	10771186	+	1365	protein_coding	Osteocrin domain containing protein	-
Os03g0356414	drought-induced SINA protein 1, drought induced seven in absentia (SINA) protein 1, drought induced seven in absentia protein 1	3	13633732	13637491	-	1490	protein_coding	Similar to Ubiquitin ligase SINAT5 (EC 6.3.2.-) (Seven in absentia homolog 5). Splice isoform 2	-
Os04g0546100	-	4	27345290	27347008	+	1719	protein_coding	Similar to OSIGBa0101C23.10 protein	-
Os11g0579700	-	11	21883428	21888730	-	1338	protein_coding	Conserved hypothetical protein	-
Os02g0467600	cinnamate 4-hydroxylase 1	2	15734828	15736855	+	1909	protein_coding	Similar to Cinnamate 4-hydroxylase CYP73	p450
Os06g0227250	-	6	6604299	6608424	-	1524	protein_coding	Hypothetical conserved gene	Glyco_transf_8
Os01g0953600	-	1	42003971	42009785	-	3052	protein_coding	NADPH-dependent FMN reductase family protein	FMN_red
Os05g0563100	-	5	28009513	28010606	-	860	protein_coding	Similar to GTP binding / GTPase	-
Os08g0558100	-	8	27931885	27934321	-	1103	protein_coding	EF hand domain containing protein	-
Os01g0343200	-	1	13560832	13566871	+	2227	protein_coding	Similar to Importin alpha-1b subunit	Arm
Os05g0538900	-	5	26761836	26764812	-	966	protein_coding	Similar to oxidoreductase	-
Os06g0717600	-	6	30492969	30496144	+	1315	protein_coding	Zinc finger, RING/FYVE/PHD-type domain containing protein	-
Os11g0677500	-	11	27383694	27386883	-	1903	protein_coding	Similar to Ribonucleases P/MRP protein subunit POP1 containing protein, expressed	-
Os06g0134400	-	6	1844991	1848535	-	1528	protein_coding	Protein of unknown function DUF3615 domain containing protein	-
Os04g0525900	-	4	26300029	26307657	+	1880	protein_coding	Major facilitator superfamily protein	MFS_1
Os06g0163500	Subtilisin 49, SUBTILISIN 49	6	3213518	3218783	+	2631	protein_coding	Peptidase S8 and S53, subtilisin, kexin, sedolisin domain containing protein	Peptidase_S8
Os04g0465600	-	4	23278475	23279374	+	757	protein_coding	Bet v I allergen family protein	-
Os04g0659100	GRAIN SIZE 2	4	33624428	33631025	-	2096	protein_coding	Chloroplastic glutamine synthetase, Reassimilation of the ammonia generated by photorespiration, Salt toleranc	-
Os05g0519600	DJ-1/PfpI domain containing protein D, DJ-1 protein D	5	25797606	25803182	+	2278	protein_coding	Similar to 4-methyl-5(B-hydroxyethyl)-thiazol monophosphate biosynthesis enzyme	DJ-1_PfpI
Os10g0559900	-	10	22046536	22048449	+	1002	protein_coding	Ribosomal protein L18/L5 domain containing protein	-
Os06g0649500	OsWD40-132	6	26529305	26538020	+	6464	protein_coding	WD40 repeat-like domain containing protein	WD40
Os04g0510300	-	4	25533649	25534892	+	750	protein_coding	Transcriptional corepressor LEUNIG	-
Os08g0238700	-	8	8415405	8417869	-	1219	protein_coding	Conserved hypothetical protein	-
Os02g0729300	-	2	30352710	30356478	-	3769	protein_coding	Zinc finger, CCHC retroviral-type domain containing protein	-
Os05g0482400	ELONGATED UPPERMOST INTERNODE 1	5	23728568	23738372	+	1931	protein_coding	Cytochrome P450 monooxygenase, Gibberellin (GA)-deactivating enzyme, Modulation of internode elongatio	p450
Os08g0555700	-	8	27818486	27818962	-	477	protein_coding	Zinc finger, C2H2-type domain containing protein	-
Os02g0280100	-	2	10352385	10354072	-	1308	protein_coding	Micro-fibrillar-associated 1, C-terminal family protein	-
Os03g0731900	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase, HMBDP reductase	3	29950669	29953904	-	1864	protein_coding	Similar to Isopentenyl/dimethylallyl diphosphate synthase (Fragment)	-
Os04g0455800	LIP1	4	22802750	22806020	-	1542	protein_coding	Similar to Lipoic acid synthetase, mitochondrial precursor (Lip-syn) (Lipoate synthase) (mLIP1)	Radical_SAM
Os02g0815600	-	2	34934560	34936977	-	1696	protein_coding	Diphthamide synthesis, DHP1 domain containing protein	-
Os04g0613800	-	4	31119412	31124152	-	3252	protein_coding	Methyl-CpG DNA binding domain containing protein	MBD
Os04g0448300	-	4	22347957	22349743	+	1787	protein_coding	Peptidase A1 domain containing protein	-
Os10g0112600	-	10	840130	843850	-	2134	protein_coding	Nonaspanin (TM9SF) family protein	-
Os07g0563400	-	7	22543447	22544955	-	1418	protein_coding	Protein of unknown function DUF761, plant family protein	-
Os01g0295700	protein phosphatase 2C02, protein phosphatase 2C 02, protein phosphatase 2C2, protein phosphatase 2C 2, protein phosphatase 2	1	10805527	10808077	-	1641	protein_coding	Similar to Protein phosphatase-2C	PP2C
Os02g0327100	TITIN 5	2	13179053	13184657	-	1460	protein_coding	Similar to ARL2 G-protein	Arf
Os03g0341200	-	3	12719110	12719678	-	569	protein_coding	Conserved hypothetical protein	-
Os07g0564750	-	7	22645162	22645899	-	605	protein_coding	Conserved hypothetical protein	-
Os01g0629750	-	1	25146732	25147447	-	710	protein_coding	Conserved hypothetical protein	-
Os03g0820100	-	3	34412840	34419139	+	1939	protein_coding	Similar to Auxin-resistance protein AXR1	-
Os01g0190400	HEXOKINASE-8	1	4820155	4823129	-	1868	protein_coding	Similar to Hexokinase	-
Os07g0565800	-	7	22696014	22696695	-	682	protein_coding	Similar to LLA-115	-
Os04g0674450	-	4	34427913	34431452	+	1688	protein_coding	Similar to DHHC zinc finger domain containing protein	-
Os03g0626800	CALCINEURIN B-LIKE PROTEIN 3	3	23888738	23895468	+	1492	protein_coding	Calcineurin B protein	-
Os04g0459000	MULTIDRUG RESISTANCE 13	4	22914766	22921280	-	4184	protein_coding	Multidrug-resistance(MDR)-like ATP Binding Cassette B (ABCB) transporter, P-glyco-protein, Auxin transport, Iron homeostasi	ABC_membrane
Os05g0565500	-	5	28131797	28133188	-	1392	protein_coding	3-hydroxyacid dehydrogenase/reductase domain containing protein	NAD_binding_2
Os05g0398100	-	5	19368978	19371718	-	844	protein_coding	Similar to predicted protein	BTB
Os06g0644800	a homologue of yeast Yos-9p	6	26316039	26318954	-	1764	protein_coding	Glucosidase II beta subunit-like domain containing protein	-
Os06g0225800	Shikimate kinase 2	6	6495002	6497904	-	1917	protein_coding	Shikimate kinase domain containing protein	SKI
Os01g0388500	-	1	16385640	16389527	+	824	protein_coding	Similar to Fibronectin, type III-like fold	-
Os01g0709500	-	1	29483251	29492536	-	4902	protein_coding	Conserved hypothetical protein	Pkinase_Tyr
Os02g0244600	-	2	8164661	8169145	+	1658	protein_coding	Nucleotide-binding, alpha-beta plait domain containing protein	RRM_1
Os03g0858400	OsWD40-97	3	36228699	36232916	+	1748	protein_coding	WD40 repeat-like domain containing protein	WD40
Os02g0694800	-	2	28548351	28551798	-	1565	protein_coding	Similar to ATP binding / protein kinase	-
Os07g0657200	OsWD40-148	7	27656036	27665871	+	3940	protein_coding	WD40/YVTN repeat-like domain containing protein	-
Os03g0431100	-	3	18085702	18087288	+	665	protein_coding	Conserved hypothetical protein	-
Os05g0363600	-	5	17378854	17382569	-	711	protein_coding	Similar to Catalytic/ oxidoreductase, acting on NADH or NADPH	-
Os07g0273600	-	7	10142289	10145897	-	3609	protein_coding	Disease resistance protein domain containing protein	-
Os11g0503400	-	11	17933534	17941002	+	3041	protein_coding	Conserved hypothetical protein	-
Os10g0102400	-	10	186845	188331	-	1487	protein_coding	Similar to CF9	-
Os05g0156600	TUBG2	5	3308054	3312596	-	1950	protein_coding	Similar to Tubulin gamma-1 chain (Gamma-1 tubulin)	Tubulin
Os02g0523500	cytoskeleton-associated 120 kDa RNA-binding protein	2	19098871	19105461	-	3548	protein_coding	RNA-binding protein, Transport and localization of storage protein mRNAs, Modulation of gene expressio	-
ENSRNA049464535	snoZ159	12	22517799	22517884	+	86	snoRNA	Small nucleolar RNA Z159/U59	-
Os09g0337500	-	9	10260259	10266738	-	2795	protein_coding	Conserved hypothetical protein	-
Os06g0490200	-	6	16886792	16888459	-	1567	protein_coding	Conserved hypothetical protein	-
Os09g0272500	-	9	5445591	5450231	-	1367	protein_coding	Similar to cation cation antiporter	-
Os03g0427900	ubiquitin fusion degradation protein-2, plant U-box-containing protein 1, U-box protein 1	3	17884893	17891905	+	3443	protein_coding	Zinc finger, RING/FYVE/PHD-type domain containing protein	U-box
ENSRNA049473596	SNORD25	4	25386883	25386970	+	88	snoRNA	Small nucleolar RNA SNORD25	-
Os03g0347200	ABH1	3	12976163	12988180	+	2993	protein_coding	Armadillo-type fold domain containing protein	-
Os10g0527800	TAU GLUTATHIONE S-TRANSFERASE 12	10	20498004	20499096	+	987	protein_coding	Similar to Tau class GST protein 3	GST_N
Os02g0784700	19S REGULATORY PARTICLE ATPASE SUBUNIT 1B	2	33315563	33316623	-	718	protein_coding	Similar to 26S protease regulatory subunit 7 (Fragment)	AAA
Os02g0170200	-	2	3830537	3832335	-	736	protein_coding	Similar to splicing factor, arginine/serine-rich 12	-
Os07g0608900	-	7	25045353	25048382	+	1341	protein_coding	Similar to cDNA clone:001-031-A11, full insert sequence (Fragment)	-
Os02g0761600	-	2	32071208	32080446	-	1614	protein_coding	Conserved hypothetical protein	-
Os06g0137500	-	6	2000872	2009068	-	3493	protein_coding	Similar to predicted protein	-
Os12g0424700	CDKF-2	12	13444520	13445604	+	1085	protein_coding	Serine/threonine protein kinase domain containing protein	Pkinase
Os05g0171300	BRITTLE 1-2	5	4266371	4270127	+	1967	protein_coding	Similar to Plastidial ADP-glucose transporter	Mito_carr
Os09g0467400	PURINE PERMEASE 3	9	17755755	17771403	-	2385	protein_coding	Similar to ATPUP3	-
Os03g0655700	-	3	25586373	25590653	+	1540	protein_coding	Similar to 3-isopropylmalate dehydrogenase 2	-
Os02g0448400	-	2	14529681	14537401	-	1941	protein_coding	Similar to Synaptotagmin C	C2
Os12g0526600	F-box protein 661	12	20749132	20752135	-	1895	protein_coding	Leucine-rich repeat, cysteine-containing subtype domain containing protein	-
Os02g0759800	SKI INTERACTING PROTEIN A	2	31995344	31997696	-	2353	protein_coding	Similar to GAMYB-binding protein (Fragment)	-
Os12g0169800	CALCIUM-DEPENDENT PROTEIN KINASE 28	12	3553654	3558229	-	1581	protein_coding	Similar to Calcium-dependent protein kinase SK5 (EC 2.7.1.-) (CDPK)	Pkinase
Os03g0270800	-	3	9051853	9052532	-	680	protein_coding	Conserved hypothetical protein	-
Os05g0468900	-	5	23020500	23021600	+	1101	protein_coding	Zinc finger, RING/FYVE/PHD-type domain containing protein	-
Os08g0444440	-	8	21644628	21646515	+	628	protein_coding	Hypothetical conserved gene	-
Os03g0713400	-	3	28855801	28860136	-	2583	protein_coding	Similar to NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial precursor (EC 1.6.5.3) (EC 1.6.99.3) (Complex I-75KD) (CI-75KD) (76 kDa mitochondrial complex I subunit)	-
Os05g0508300	-	5	25153902	25157647	+	1984	protein_coding	Similar to Papain-like cysteine peptidase XBCP3	Peptidase_C1
Os08g0369200	-	8	17199310	17203078	+	2514	protein_coding	Pentatricopeptide repeat domain containing protein	-
Os08g0535100	-	8	26713276	26716392	-	2550	protein_coding	Conserved hypothetical protein	-
Os11g0562100	isoarborinol synthase, oxidosqualene cyclase 11	11	20942418	20959700	+	3273	protein_coding	Squalene cyclase domain containing protein	-
Os01g0364000	-	1	14823230	14825669	-	2440	protein_coding	Hypothetical gene	-
Os04g0691800	-	4	35398774	35402551	+	3778	protein_coding	C2 domain containing protein	C2
Os10g0442600	CELL DIVISION CONTROL 48E	10	15914701	15915920	+	872	protein_coding	Similar to Cell division control protein 48-like protein e (Fragment)	AAA
Os02g0774200	-	2	32686312	32686824	-	513	protein_coding	Conserved hypothetical protein	-
Os03g0711800	-	3	28750215	28762250	-	4614	protein_coding	Similar to IRE homolog 1 (Fragment)	Pkinase
Os05g0507300	-	5	25055345	25059031	+	1481	protein_coding	Similar to Calreticulin-3	-
Os04g0486600	Glyceraldehyde-3-phosphate dehydrogenase, cytosolic GAPDH2, cytosolic glyceraldehyde-3-phosphate dehydrogenase 2	4	24305454	24309058	+	1328	protein_coding	Similar to Glyceraldehyde-3-phosphate dehydrogenase, cytosolic 3 (EC 1.2.1.12)	-
